Tarih,Saat,Enlem(N),Boylam(E),Derinlik(km),ML
2024.02.08,03:45:22.25,38.025,37.3982,6.0,1.5
2024.02.08,03:41:46.23,37.8863,37.8397,11.2,1.5
2024.02.08,03:26:53.74,37.9625,36.5728,3.6,2.7
2024.02.08,03:13:11.77,38.1208,37.1972,5.5,1.4
2024.02.08,03:04:35.43,37.44,36.971,5.0,1.7
2024.02.08,02:41:21.97,36.8325,33.6275,12.4,1.7
2024.02.08,02:31:05.30,37.6755,35.402,5.4,1.7
2024.02.08,02:30:23.57,38.1243,36.6218,2.6,1.7
2024.02.08,02:23:13.19,38.331,38.1148,9.9,1.5
2024.02.08,02:18:46.01,38.0973,38.2628,4.3,2.2
2024.02.08,02:01:15.15,36.956,27.5418,5.9,1.7
2024.02.08,01:54:51.45,38.602,37.2503,5.4,1.6
2024.02.08,01:36:48.15,40.2875,27.0378,5.5,2.0
2024.02.08,00:41:41.37,37.243,44.0287,6.3,2.3
2024.02.08,00:36:39.66,40.519,27.1063,12.0,2.1
2024.02.08,00:21:00.84,38.4275,39.5822,7.7,1.8
2024.02.08,00:09:13.80,37.864,36.6277,5.4,2.3
2024.02.08,00:01:21.10,38.085,37.5312,11.7,1.0
2024.02.07,23:59:04.31,37.8523,36.6708,11.6,1.8
2024.02.07,23:52:13.51,36.7377,29.2347,2.5,2.1
2024.02.07,23:44:23.81,36.5913,36.3975,3.8,1.3
2024.02.07,23:41:53.03,37.8265,36.0877,6.2,1.9
2024.02.07,23:22:32.23,37.9707,27.1598,5.3,2.0
2024.02.07,23:15:52.29,37.9933,37.1802,7.5,1.3
2024.02.07,23:14:36.29,37.9313,28.8078,2.0,1.5
2024.02.07,22:49:56.45,38.072,37.225,7.5,1.4
2024.02.07,22:47:33.13,37.8647,29.2068,18.4,1.6
2024.02.07,22:39:06.27,38.0393,37.6917,9.1,1.4
2024.02.07,21:50:47.47,39.2975,41.6995,1.2,2.3
2024.02.07,21:30:36.87,38.1178,38.6045,2.3,1.4
2024.02.07,20:59:11.10,36.1785,35.7028,8.3,1.9
2024.02.07,20:52:51.71,37.2863,43.7177,2.6,2.2
2024.02.07,20:50:24.56,35.523,33.3985,11.5,1.6
2024.02.07,20:44:43.74,37.9008,38.0882,21.1,1.8
2024.02.07,20:28:08.70,37.2898,29.4773,4.8,1.2
2024.02.07,20:27:03.04,37.807,36.524,13.4,2.0
2024.02.07,20:24:45.21,38.3473,38.749,10.2,1.7
2024.02.07,19:53:45.94,38.4508,37.3238,7.3,1.6
2024.02.07,19:35:35.04,37.7935,29.2552,15.0,1.0
2024.02.07,19:27:15.52,38.0005,36.6452,7.4,1.3
2024.02.07,18:43:05.69,38.054,38.5518,5.0,1.4
2024.02.07,18:05:20.63,38.0535,37.1455,20.4,1.2
2024.02.07,17:59:34.83,37.6702,36.4855,8.1,2.9
2024.02.07,17:50:58.08,38.2687,37.8015,8.9,1.6
2024.02.07,17:35:32.89,37.4513,29.7455,9.0,2.7
2024.02.07,16:45:48.47,38.5232,40.3687,8.6,1.4
2024.02.07,16:39:01.42,38.0335,36.726,9.4,1.5
2024.02.07,16:34:07.75,37.341,36.3015,5.3,1.6
2024.02.07,16:31:48.93,38.6048,39.3542,19.2,1.4
2024.02.07,16:24:43.24,37.9247,36.2758,7.8,1.4
2024.02.07,16:15:10.75,38.1788,36.5968,15.6,1.4
2024.02.07,16:10:08.76,36.4635,36.2968,6.9,1.3
2024.02.07,15:57:29.99,39.4705,27.8507,8.3,1.5
2024.02.07,15:46:54.76,38.026,36.548,11.7,1.6
2024.02.07,15:40:22.98,38.0202,28.3098,2.5,1.2
2024.02.07,15:35:22.23,39.3897,26.2735,5.4,1.5
2024.02.07,15:29:37.40,38.0313,37.6797,14.8,1.3
2024.02.07,15:08:26.36,37.0288,36.853,8.7,1.4
2024.02.07,14:55:13.30,38.305,38.2382,7.0,1.3
2024.02.07,14:44:51.58,38.1613,37.3277,9.2,2.0
2024.02.07,14:14:40.88,37.7983,37.7938,7.0,2.7
2024.02.07,14:10:09.72,38.9818,26.2667,13.2,2.0
2024.02.07,13:34:06.93,39.8643,28.7947,0.0,1.9
2024.02.07,13:19:57.27,40.8137,31.174,11.7,1.7
2024.02.07,13:07:51.94,36.1885,33.7037,0.0,1.3
2024.02.07,12:55:50.48,38.3308,31.0605,13.3,1.9
2024.02.07,12:51:13.66,37.2868,31.9083,0.0,1.6
2024.02.07,12:48:05.21,37.3287,44.0312,7.2,2.8
2024.02.07,12:16:36.78,40.4132,42.4137,19.1,1.9
2024.02.07,12:05:32.47,38.472,37.5587,15.2,1.3
2024.02.07,11:36:40.41,38.1995,37.6718,5.9,1.3
2024.02.07,10:30:14.15,38.4182,37.5188,8.1,2.1
2024.02.07,10:19:46.49,36.0437,28.1183,1.5,1.9
2024.02.07,10:15:53.14,39.8985,28.8538,0.0,1.8
2024.02.07,10:04:16.44,38.0783,37.4285,3.3,2.3
2024.02.07,10:02:39.39,39.624,29.4227,0.0,1.5
2024.02.07,09:57:47.59,35.2328,33.5812,0.0,1.0
2024.02.07,09:53:14.23,39.3362,29.3463,0.0,1.4
2024.02.07,09:46:06.36,38.467,37.2945,2.4,1.4
2024.02.07,09:42:44.96,39.2218,29.2772,0.0,1.6
2024.02.07,09:38:52.25,38.5175,28.511,0.0,1.3
2024.02.07,09:33:56.91,37.2483,27.8908,0.0,1.2
2024.02.07,09:01:22.36,36.2645,33.7103,0.0,1.0
2024.02.07,08:53:16.69,39.8488,26.2447,0.0,1.4
2024.02.07,08:29:27.55,36.1758,32.9197,13.8,1.3
2024.02.07,08:29:05.31,36.1738,32.9305,19.3,1.4
2024.02.07,08:26:40.70,37.264,29.5163,5.2,1.3
2024.02.07,08:20:24.74,38.1225,38.654,5.4,1.8
2024.02.07,08:14:21.37,37.9947,27.1898,10.9,1.9
2024.02.07,08:13:59.04,37.9812,27.1267,5.5,2.0
2024.02.07,07:52:14.91,38.0765,38.3678,9.5,2.0
2024.02.07,07:39:43.99,37.3298,43.9747,11.2,2.0
2024.02.07,06:49:01.54,38.8117,37.4848,10.5,2.0
2024.02.07,06:38:31.45,40.2175,31.8138,8.3,2.0
2024.02.07,06:28:05.47,37.87,36.6735,7.1,1.8
2024.02.07,05:53:39.73,37.3425,30.6473,5.0,2.5
2024.02.07,05:16:31.88,36.2715,37.7383,15.5,2.3
2024.02.07,05:13:49.43,37.1582,28.808,5.0,1.1
2024.02.07,05:07:28.90,40.6797,34.3827,8.2,2.5
2024.02.07,04:56:01.44,38.0232,38.156,7.8,1.5
2024.02.07,04:50:13.33,40.1265,40.9717,8.2,3.0
2024.02.07,04:32:23.84,38.2577,38.4582,5.4,2.5
2024.02.07,04:11:41.28,36.2817,36.2193,4.1,1.6
2024.02.07,04:05:27.50,35.851,35.6872,6.6,2.0
2024.02.07,03:40:54.31,38.813,26.953,16.2,2.0
2024.02.07,03:31:26.49,36.6858,36.0302,5.3,1.6
2024.02.07,02:43:58.98,40.265,32.9997,12.7,1.6
2024.02.07,02:20:14.16,38.6598,44.9857,5.0,3.1
2024.02.07,01:54:58.91,40.8143,31.065,13.7,2.9
2024.02.07,01:54:28.95,38.1708,36.5875,15.9,1.2
2024.02.07,01:35:12.87,38.2845,38.3305,16.8,1.5
2024.02.07,01:34:01.71,38.2933,38.175,13.3,1.1
2024.02.07,01:27:59.80,40.1635,31.7695,5.0,2.1
2024.02.07,00:48:04.95,39.013,29.8797,15.9,1.1
2024.02.07,00:33:17.02,40.568,27.3983,12.2,1.8
2024.02.07,00:02:04.46,40.8103,27.7198,3.9,1.5
2024.02.07,00:00:25.81,35.9707,36.0963,9.2,2.6
2024.02.06,23:45:20.10,38.4522,39.259,4.4,1.8
2024.02.06,23:36:30.86,37.5315,37.0673,7.3,1.2
2024.02.06,23:30:25.19,38.0847,36.5145,10.6,1.3
2024.02.06,23:22:56.52,36.0623,28.0892,13.7,1.5
2024.02.06,23:16:43.96,38.1453,37.907,6.2,1.5
2024.02.06,23:09:37.47,38.084,36.558,7.6,1.3
2024.02.06,22:36:10.33,38.1157,38.2243,5.4,1.5
2024.02.06,22:19:19.67,38.401,37.3887,17.2,1.3
2024.02.06,22:02:04.36,37.7762,36.5545,5.4,1.6
2024.02.06,21:53:41.48,38.134,36.6208,5.1,1.7
2024.02.06,21:39:26.87,37.9053,27.2757,5.0,1.4
2024.02.06,21:10:37.41,38.4235,37.47,10.1,1.6
2024.02.06,21:06:21.24,37.4063,36.9088,5.5,1.7
2024.02.06,21:02:08.55,38.6028,30.9072,10.6,1.4
2024.02.06,20:57:05.16,37.9875,36.3283,7.5,1.4
2024.02.06,20:55:25.06,37.2383,28.4715,11.9,1.3
2024.02.06,20:15:59.92,38.442,37.3622,5.0,1.5
2024.02.06,20:01:50.01,37.8998,36.6495,3.8,2.2
2024.02.06,19:01:30.51,40.404,28.8367,10.4,1.4
2024.02.06,18:56:12.81,38.2017,27.6912,11.0,1.0
2024.02.06,18:28:02.19,36.0625,28.9893,11.9,1.6
2024.02.06,18:23:57.46,38.368,38.1935,7.0,1.6
2024.02.06,18:11:27.44,38.3158,38.2768,11.4,2.0
2024.02.06,18:03:16.73,38.5363,39.5613,8.4,1.6
2024.02.06,17:45:50.44,37.8302,36.1132,5.0,1.8
2024.02.06,17:38:21.62,37.2905,29.4987,5.0,2.7
2024.02.06,17:27:17.66,38.3468,31.1335,3.9,1.0
2024.02.06,17:19:14.10,37.8307,36.0473,19.6,1.2
2024.02.06,17:01:02.28,38.6088,30.9052,5.5,1.8
2024.02.06,16:45:35.24,40.7115,34.381,3.2,1.5
2024.02.06,16:44:01.38,38.1938,40.4303,5.4,1.6
2024.02.06,16:32:57.77,38.125,36.5938,7.7,1.4
2024.02.06,16:15:56.37,38.4402,38.0417,8.6,1.4
2024.02.06,15:39:12.73,38.2453,30.7677,7.9,1.1
2024.02.06,15:22:24.23,38.6795,39.9138,11.1,1.8
2024.02.06,15:10:14.58,37.978,27.2078,9.5,1.0
2024.02.06,15:07:51.87,38.6873,37.33,9.0,1.4
2024.02.06,14:46:51.24,40.2445,29.2273,0.0,1.4
2024.02.06,14:30:48.39,38.2592,37.3712,6.9,1.8
2024.02.06,14:00:49.44,38.4703,27.6237,6.5,2.0
2024.02.06,13:56:37.71,38.7358,37.3313,14.1,1.5
2024.02.06,13:50:53.39,37.955,27.1825,11.4,1.8
2024.02.06,13:44:21.08,38.7898,37.5115,6.9,1.5
2024.02.06,13:16:34.25,37.665,35.4117,5.0,2.0
2024.02.06,13:13:58.08,40.8207,27.6965,9.6,1.9
2024.02.06,12:57:15.01,40.4238,27.9348,12.2,1.6
2024.02.06,12:53:29.38,40.0733,36.1478,5.0,2.0
2024.02.06,12:47:39.18,37.9752,27.616,19.0,1.3
2024.02.06,12:46:32.80,38.6103,30.9007,17.0,1.6
2024.02.06,12:44:06.22,37.9153,27.5612,2.9,1.3
2024.02.06,12:42:10.48,40.0972,36.1108,5.0,2.8
2024.02.06,11:55:45.81,37.9817,27.1808,13.1,2.3
2024.02.06,10:52:39.25,37.8502,26.921,7.7,1.8
2024.02.06,10:03:36.51,35.2822,33.5243,0.0,1.8
2024.02.06,10:02:29.36,39.3022,29.3387,0.0,1.2
2024.02.06,09:56:16.01,39.6357,29.3938,0.0,1.6
2024.02.06,09:46:37.15,36.1135,33.5565,0.0,1.7
2024.02.06,09:38:39.50,40.802,27.684,19.2,1.4
2024.02.06,09:26:53.29,39.6315,29.476,0.0,1.5
2024.02.06,09:26:21.37,37.9697,27.1655,3.5,1.8
2024.02.06,09:06:26.29,37.9137,28.7522,4.8,1.9
2024.02.06,09:00:15.70,36.2548,33.7625,0.0,1.0
2024.02.06,08:56:45.70,38.2717,38.289,10.8,1.4
2024.02.06,08:07:03.14,38.3615,38.1988,5.4,1.3
2024.02.06,07:58:55.28,38.3105,38.1608,5.0,3.3
2024.02.06,07:41:49.58,38.1,37.62,8.3,2.2
2024.02.06,06:47:36.12,37.7352,36.3028,11.7,1.4
2024.02.06,06:31:51.32,39.9345,28.7797,0.0,1.2
2024.02.06,06:12:00.01,38.8205,40.7675,9.5,2.0
2024.02.06,05:59:02.48,39.6502,38.3908,14.8,1.6
2024.02.06,04:56:55.57,36.6592,36.3688,3.3,3.0
2024.02.06,04:55:54.49,37.0737,28.3877,7.9,1.8
2024.02.06,04:49:59.66,40.2883,27.0257,11.9,1.9
2024.02.06,04:24:27.47,38.6097,30.8952,5.0,1.4
2024.02.06,04:14:48.09,38.6055,30.9003,5.1,1.3
2024.02.06,04:05:43.55,38.8315,26.9632,5.4,1.9
2024.02.06,04:02:52.81,38.1617,36.9797,5.3,1.5
2024.02.06,04:01:22.68,40.3123,27.0247,11.7,1.4
2024.02.06,03:51:31.96,39.3552,40.6948,5.0,2.7
2024.02.06,03:19:18.01,36.2405,36.1323,5.4,1.3
2024.02.06,03:15:40.29,38.607,30.9027,10.3,1.1
2024.02.06,03:08:07.58,37.774,27.052,19.1,1.2
2024.02.06,03:05:20.53,40.2952,27.008,8.6,1.5
2024.02.06,03:03:45.35,38.8248,37.4795,4.4,1.0
2024.02.06,02:54:34.59,40.2747,27.0335,14.2,1.5
2024.02.06,02:50:17.20,37.0368,28.9558,13.5,1.4
2024.02.06,02:48:45.06,40.3075,27.0207,7.3,1.7
2024.02.06,02:45:15.02,35.5867,31.622,8.4,2.4
2024.02.06,02:42:38.45,35.6107,31.602,9.4,2.2
2024.02.06,02:31:33.95,38.1935,38.0943,8.2,1.6
2024.02.06,02:27:36.74,40.29,27.0218,11.4,1.8
2024.02.06,02:16:55.29,40.2857,27.0227,10.2,1.9
2024.02.06,02:12:01.56,40.276,27.04,16.5,1.4
2024.02.06,02:09:42.29,40.2812,27.0318,11.9,1.8
2024.02.06,01:31:04.63,35.7573,31.3815,9.6,2.7
2024.02.06,00:56:41.54,38.2632,38.807,4.1,1.7
2024.02.06,00:40:02.62,38.0715,38.3462,21.7,1.6
2024.02.06,00:33:25.53,36.1393,27.4998,12.1,1.3
2024.02.06,00:19:02.47,38.8088,26.863,19.7,1.2
2024.02.06,00:15:25.04,40.4347,35.7208,4.8,2.6
2024.02.06,00:08:59.72,36.1703,27.3848,13.2,1.4
2024.02.05,23:56:19.92,39.2763,39.8585,5.0,2.2
2024.02.05,23:53:28.63,39.1082,41.2293,5.1,1.8
2024.02.05,23:20:52.40,40.2233,31.7642,2.4,2.4
2024.02.05,23:16:23.63,38.5765,37.265,5.0,1.6
2024.02.05,23:13:48.24,38.1032,38.166,9.5,1.4
2024.02.05,23:11:39.15,37.3525,37.0897,10.7,1.4
2024.02.05,22:51:23.64,38.0132,38.168,4.9,2.2
2024.02.05,22:42:53.22,40.3052,27.0413,16.3,1.6
2024.02.05,22:34:02.34,38.1347,38.4038,6.6,1.3
2024.02.05,22:26:38.60,38.239,27.6832,13.6,1.7
2024.02.05,22:19:47.80,35.5293,27.3097,10.8,1.6
2024.02.05,22:00:43.43,36.1977,36.178,6.2,1.3
2024.02.05,21:33:53.91,40.414,27.4223,4.0,1.5
2024.02.05,21:12:18.54,37.816,27.2435,3.8,1.0
2024.02.05,20:59:35.39,40.2222,31.784,5.0,2.1
2024.02.05,20:59:33.17,38.7555,37.5085,2.2,1.4
2024.02.05,20:55:15.60,37.4073,37.0645,4.1,1.7
2024.02.05,20:48:41.06,37.8918,26.884,15.0,1.2
2024.02.05,20:46:54.17,40.482,27.3387,6.9,1.5
2024.02.05,20:39:14.54,38.1125,38.4153,6.2,2.5
2024.02.05,20:30:59.52,38.3932,39.0513,7.0,1.6
2024.02.05,20:27:40.33,38.409,38.9413,13.8,1.8
2024.02.05,20:19:48.16,37.876,26.8698,13.8,1.0
2024.02.05,20:15:23.76,40.4127,28.8702,9.9,1.6
2024.02.05,20:08:49.66,36.2855,35.5627,15.1,1.2
2024.02.05,20:03:22.94,38.135,38.3868,6.0,1.9
2024.02.05,19:43:42.41,37.981,27.175,8.7,1.6
2024.02.05,19:32:18.45,36.294,36.4407,7.6,1.4
2024.02.05,19:02:13.74,36.8865,36.5742,6.7,2.3
2024.02.05,19:00:20.13,37.9562,36.2677,18.6,1.0
2024.02.05,18:39:30.71,36.2963,36.0265,7.5,2.0
2024.02.05,18:25:49.54,37.8885,26.8467,12.3,1.5
2024.02.05,18:25:16.90,37.8807,26.8768,5.2,1.9
2024.02.05,18:01:40.72,40.879,36.0245,5.1,1.4
2024.02.05,17:48:07.92,36.4022,28.7728,24.7,1.7
2024.02.05,17:24:05.35,36.9367,27.7985,2.3,2.4
2024.02.05,17:15:25.85,38.8032,37.5005,9.1,1.2
2024.02.05,16:50:24.86,37.9353,36.2058,11.5,1.5
2024.02.05,16:45:21.48,37.9117,36.216,5.0,2.7
2024.02.05,15:40:04.68,40.2985,27.0318,12.7,2.6
2024.02.05,15:28:01.59,37.883,26.8868,10.4,1.3
2024.02.05,15:23:37.24,38.1853,36.8305,5.0,1.5
2024.02.05,15:04:30.21,37.8773,36.7113,5.0,1.5
2024.02.05,14:54:57.69,38.2817,38.3447,9.6,1.5
2024.02.05,14:35:47.66,38.3038,38.1642,7.2,1.1
2024.02.05,14:31:51.09,36.0103,28.3387,30.5,2.4
2024.02.05,13:54:08.36,40.6943,27.4852,8.4,1.7
2024.02.05,13:45:28.78,38.3052,38.1748,2.5,1.9
2024.02.05,12:16:39.83,38.394,37.363,8.0,1.8
2024.02.05,11:59:38.13,38.342,38.2208,11.5,2.0
2024.02.05,11:57:07.54,38.4887,31.8448,4.6,1.7
2024.02.05,11:48:36.90,38.5092,27.9285,1.4,1.9
2024.02.05,11:46:53.89,40.6858,34.388,7.6,3.6
2024.02.05,11:39:32.61,37.1085,28.9625,28.5,1.7
2024.02.05,11:07:04.46,38.3138,38.2277,5.0,2.1
2024.02.05,10:32:03.22,35.2747,33.4402,0.0,1.6
2024.02.05,10:26:39.80,36.3922,35.783,26.1,1.7
2024.02.05,10:13:15.69,37.4018,37.0555,5.0,3.6
2024.02.05,10:08:31.83,39.3573,28.2843,5.2,1.8
2024.02.05,10:05:53.82,39.3385,29.3245,0.0,1.4
2024.02.05,10:03:12.55,38.5292,37.9922,14.9,1.6
2024.02.05,09:55:59.29,39.551,29.2988,16.6,1.5
2024.02.05,09:55:25.42,41.0878,28.7713,0.0,1.5
2024.02.05,09:53:36.22,39.6522,29.431,0.0,1.5
2024.02.05,09:44:54.19,36.1195,33.5383,0.0,1.4
2024.02.05,09:40:51.14,40.6112,30.2918,0.0,1.2
2024.02.05,09:33:12.56,37.089,36.1395,5.2,1.2
2024.02.05,09:30:17.85,38.4457,37.3302,6.9,1.5
2024.02.05,09:29:18.07,38.3558,32.109,23.6,1.4
2024.02.05,09:02:51.06,37.4205,40.2545,5.0,1.6
2024.02.05,08:26:05.08,39.473,33.4943,2.3,1.6
2024.02.05,08:22:26.05,38.4107,36.5082,4.4,1.5
2024.02.05,08:07:00.29,38.1292,37.0523,7.9,1.5
2024.02.05,08:05:18.68,38.3622,27.2278,2.9,1.5
2024.02.05,07:58:15.74,38.3473,27.2257,5.3,1.8
2024.02.05,07:51:01.31,37.1403,37.1995,1.8,1.3
2024.02.05,07:44:08.54,38.3368,27.2092,13.7,1.7
2024.02.05,07:16:14.58,38.0757,36.7063,5.0,2.7
2024.02.05,06:54:26.23,40.704,34.295,6.1,1.8
2024.02.05,06:19:56.65,38.4615,38.0238,10.9,1.6
2024.02.05,06:12:15.66,40.8925,31.6892,11.6,1.1
2024.02.05,05:53:01.23,38.3928,37.5427,2.9,2.0
2024.02.05,05:48:11.13,37.8638,26.9127,3.8,2.8
2024.02.05,05:09:49.48,37.1895,36.8033,5.2,1.9
2024.02.05,04:48:08.20,38.4037,37.3737,4.7,1.3
2024.02.05,04:31:45.11,38.632,37.2895,16.0,1.4
2024.02.05,04:11:09.69,36.5612,28.845,7.6,1.6
2024.02.05,04:00:02.37,37.9307,27.1468,9.8,1.4
2024.02.05,03:58:26.05,37.9573,27.127,6.6,1.8
2024.02.05,03:45:19.76,38.4007,37.349,11.0,1.3
2024.02.05,03:22:31.28,38.4172,37.5903,7.3,1.1
2024.02.05,03:10:57.80,38.2935,37.8278,5.0,2.3
2024.02.05,03:10:22.45,38.3885,28.383,5.4,1.8
2024.02.05,03:01:28.78,36.9285,36.4135,12.0,1.3
2024.02.05,02:23:46.49,38.0952,36.9642,6.6,2.1
2024.02.05,02:17:40.65,37.9205,27.0917,13.9,1.6
2024.02.05,02:13:18.49,39.3695,26.3262,11.4,2.4
2024.02.05,01:34:01.12,38.0592,38.3647,3.9,1.7
2024.02.05,01:26:51.60,37.8832,26.877,5.4,1.4
2024.02.05,01:25:45.95,37.8657,26.8808,23.4,1.3
2024.02.05,01:15:30.31,37.3792,44.0542,4.2,2.3
2024.02.05,01:10:55.81,38.5963,27.9635,6.6,2.7
2024.02.05,01:04:42.16,37.6463,37.6393,5.0,1.3
2024.02.05,00:50:25.90,38.928,39.9512,7.4,1.8
2024.02.05,00:32:47.03,38.4607,40.1943,3.2,1.3
2024.02.05,00:32:09.60,38.0953,37.2542,8.2,1.6
2024.02.05,00:24:02.35,37.8652,26.852,16.2,1.5
2024.02.05,00:23:16.54,38.4172,37.464,11.1,1.3
2024.02.04,23:54:16.36,38.398,37.5218,5.4,1.1
2024.02.04,23:36:08.35,38.0355,37.0565,5.0,1.2
2024.02.04,23:20:34.56,37.8847,26.8775,7.9,1.4
2024.02.04,23:00:29.27,37.965,36.2575,27.1,1.9
2024.02.04,22:53:14.45,38.213,37.7417,15.4,1.2
2024.02.04,22:52:56.35,37.8998,28.741,5.0,1.4
2024.02.04,22:48:39.46,37.951,28.8028,3.5,1.4
2024.02.04,22:43:55.96,37.8785,26.8758,7.9,2.5
2024.02.04,22:26:50.09,38.0468,27.1132,18.3,1.1
2024.02.04,22:21:07.06,37.9667,38.7793,2.1,1.1
2024.02.04,22:06:03.49,38.4773,37.527,12.4,1.4
2024.02.04,21:29:27.99,37.8087,36.1213,6.2,1.3
2024.02.04,21:11:31.75,40.3017,27.0332,14.6,2.0
2024.02.04,20:45:43.98,37.8723,26.8587,13.2,1.2
2024.02.04,20:42:35.61,39.119,27.8167,8.9,2.5
2024.02.04,20:41:44.26,37.8945,26.8627,9.7,1.1
2024.02.04,20:29:16.37,39.0083,29.8817,5.3,2.1
2024.02.04,20:01:24.11,38.2908,37.6638,15.6,1.5
2024.02.04,19:32:12.12,38.4552,39.3678,12.1,1.7
2024.02.04,19:27:45.49,38.2495,37.6012,15.5,1.2
2024.02.04,19:23:31.80,36.1417,35.9395,18.8,1.9
2024.02.04,18:56:53.23,38.5132,37.307,5.4,1.9
2024.02.04,18:18:59.41,38.0228,36.9605,5.1,2.1
2024.02.04,18:11:01.58,40.296,27.0295,12.8,2.0
2024.02.04,18:06:04.53,37.8925,26.876,5.2,1.4
2024.02.04,18:05:24.61,37.9002,26.8495,10.9,1.2
2024.02.04,18:03:07.98,37.9672,27.1538,10.9,1.6
2024.02.04,17:41:26.07,38.4858,37.4555,5.0,1.3
2024.02.04,17:24:16.51,36.5762,36.3853,7.3,1.5
2024.02.04,17:15:42.96,37.9702,27.1525,9.6,1.9
2024.02.04,16:51:08.67,38.4872,27.5547,9.5,2.7
2024.02.04,16:12:59.40,38.2918,38.1642,5.0,2.1
2024.02.04,15:50:36.18,37.9788,27.1385,8.0,2.6
2024.02.04,15:25:44.74,37.9548,27.1232,5.7,2.1
2024.02.04,15:21:45.58,37.681,35.4313,5.4,2.9
2024.02.04,14:45:48.43,38.8423,37.496,8.5,1.4
2024.02.04,13:57:34.26,38.2828,39.775,15.8,1.7
2024.02.04,13:52:35.18,37.8773,26.9002,5.0,1.8
2024.02.04,13:36:19.93,38.582,30.878,5.3,1.3
2024.02.04,13:16:57.24,38.3035,38.2277,5.0,2.3
2024.02.04,13:00:01.65,38.5153,37.3,1.7,2.3
2024.02.04,12:48:42.26,37.8558,26.888,5.2,2.0
2024.02.04,12:07:32.76,38.0533,37.6283,2.4,2.4
2024.02.04,11:57:42.62,40.2118,31.7267,5.0,2.3
2024.02.04,11:15:38.48,38.4227,37.1375,8.7,1.2
2024.02.04,10:47:11.48,38.5043,27.608,10.7,1.5
2024.02.04,10:41:48.96,38.1318,37.122,1.4,1.4
2024.02.04,10:27:35.14,38.8075,37.5347,5.0,2.3
2024.02.04,10:08:29.05,38.462,37.8302,6.5,1.6
2024.02.04,09:35:13.90,37.9285,26.9358,2.0,2.0
2024.02.04,09:11:14.33,38.5893,37.7063,6.7,1.0
2024.02.04,08:41:23.10,38.4427,37.6132,8.1,1.2
2024.02.04,08:36:02.55,36.2623,30.2692,11.5,3.0
2024.02.04,08:23:04.94,38.4943,39.3458,5.0,2.0
2024.02.04,07:47:33.00,37.8808,26.8517,4.5,2.2
2024.02.04,07:09:14.73,38.7818,37.4698,5.0,1.5
2024.02.04,07:00:37.35,37.9117,26.7192,1.6,1.7
2024.02.04,06:57:09.48,38.3795,39.0012,10.8,1.5
2024.02.04,06:36:35.95,40.3755,40.9523,4.7,1.5
2024.02.04,06:33:36.02,37.8213,26.9252,2.0,1.9
2024.02.04,06:27:31.15,37.8552,26.939,5.0,3.7
2024.02.04,06:17:04.97,37.4147,36.7317,4.3,2.6
2024.02.04,06:01:49.17,39.0375,27.1437,9.5,1.2
2024.02.04,05:32:51.02,40.392,28.9092,5.8,1.4
2024.02.04,05:11:49.33,37.7857,36.5795,6.6,2.3
2024.02.04,04:46:33.91,38.0533,38.6723,7.7,1.2
2024.02.04,04:28:46.10,40.2997,27.0332,11.7,2.0
2024.02.04,04:22:20.16,38.1417,36.9898,1.9,2.0
2024.02.04,04:17:52.74,40.2853,27.0203,5.9,3.0
2024.02.04,03:50:34.81,38.1615,37.8797,11.1,1.4
2024.02.04,03:18:29.16,38.2598,38.1673,8.6,1.5
2024.02.04,03:14:59.34,37.8608,26.8522,18.0,1.1
2024.02.04,03:10:39.47,38.6183,37.3278,7.0,1.3
2024.02.04,03:08:21.20,37.9758,27.1058,6.3,2.0
2024.02.04,02:53:47.32,37.1327,30.2202,61.8,2.5
2024.02.04,02:46:30.87,38.2375,37.7517,9.7,1.8
2024.02.04,02:43:14.59,36.3622,31.3262,25.9,2.5
2024.02.04,02:34:47.13,36.9567,27.744,3.1,2.1
2024.02.04,02:08:33.65,36.1935,35.8933,18.5,1.1
2024.02.04,01:49:04.56,37.8725,26.9158,5.3,2.4
2024.02.04,01:45:57.59,37.876,26.8742,5.0,1.7
2024.02.04,01:33:15.57,37.8807,26.8958,4.8,1.6
2024.02.04,01:25:58.41,39.9838,33.3822,2.2,3.3
2024.02.04,01:23:00.94,40.7072,34.443,6.7,2.3
2024.02.04,01:16:28.94,37.8788,26.8677,5.4,1.1
2024.02.04,01:14:11.97,37.8375,26.8705,17.6,1.3
2024.02.04,01:00:38.74,40.4203,28.884,10.4,1.3
2024.02.04,00:17:20.52,37.9268,26.8245,10.3,1.2
2024.02.04,00:11:58.93,38.1402,36.6927,5.4,1.1
2024.02.04,00:10:54.48,40.4792,26.3562,12.5,3.5
2024.02.04,00:05:32.60,37.894,35.2113,5.3,1.3
2024.02.03,23:49:25.29,40.4135,28.8538,5.8,1.8
2024.02.03,23:41:39.19,40.6568,34.462,10.5,1.8
2024.02.03,23:33:38.48,38.3447,27.1988,7.1,2.8
2024.02.03,23:32:14.35,37.8928,26.8787,2.6,1.3
2024.02.03,23:29:34.62,37.8697,26.8607,15.6,1.2
2024.02.03,23:26:40.82,38.033,36.505,9.4,1.3
2024.02.03,23:25:27.78,37.8908,26.8295,4.4,1.2
2024.02.03,23:24:28.59,38.374,37.4337,5.5,1.4
2024.02.03,23:20:16.30,37.8823,26.8967,9.5,3.6
2024.02.03,22:36:26.66,38.5717,30.9737,23.1,1.4
